tickers,name,sector,market,8월1일psr,8월1일pbr2,8월1일_s_return,8월1일_l_return,순매수강도(20일),s_growth,l_growth,roe,deb,3주후 수익률,수익률상위권2,cluster8월1일_6차와같은방식
a006405,삼성SDI우,IT가전,kospi,0.025646306,0.196610169,-0.0617647058823529,0.0159235668789808,-0.0033968738282092585,0.484822772,0.258449044,12.52,75.74,-0.016949153,0,1
a005070,코스모신소재,화학,kospi,11.10900547,21.46969239,-0.046070460704607,0.0426540284360189,0.009428719015032352,0.587446878,0.258024095,12.13,79.66,-0.112455875,0,0
a326030,SK바이오팜,건강관리,kospi,28.6279143,22.26187246,0.3043478260869565,-0.0109890109890109,0.030551369761290203,-0.411849021,0.257203498,-36.66,109.83,0.221166893,1,0
a027830,대성창투,은행,kosdaq,6.405109489,1.171830986,-0.2441860465116279,0.0118306351183063,-0.029718499007750733,-0.374429224,0.256870382,1.34,2.51,-0.084507042,0,1
a052400,코나아이,소프트웨어,kosdaq,0.978530075,1.444241316,-0.0342298288508557,0.0095846645367412,-0.06268206103384429,0.245244216,0.256815234,24.43,174.78,-0.037172456,0,1
a166090,하나머티리얼즈,반도체,kosdaq,3.082137059,3.146874351,0.1216374269005848,0.0401301518438177,-0.01908018271624118,0.133530063,0.256793332,28.9,61.18,-0.004153686,0,0
a010050,우리종금,은행,kospi,1.558773904,0.934173669,-0.0522875816993464,0.0041551246537396,0.3747164494610207,0.340586878,0.256224439,14.4,738.37,0.015406162,1,0
a083500,에프엔에스테크,디스플레이,kosdaq,1.175638431,1.194206897,0.017391304347826,0.017391304347826,-0.04019956641893456,0.02269289,0.256215378,8.01,44.35,0.075862069,1,1
a289220,자이언트스텝,소프트웨어,kosdaq,7.611841814,2.594428571,-0.2395209580838323,0.0309963099630996,0.03635721287025987,0.222891566,0.255810348,-9.98,18.97,-0.002142857,0,0
a314140,알피바이오,건강관리,kosdaq,0.627542433,0.895522388,-0.1915925626515764,0.002004008016032,-0.011265031492350305,0.200869565,0.254793232,5.53,90.0,-0.067164179,0,0
a008700,아남전자,IT가전,kospi,0.327507562,1.611076923,-0.0072992700729927,0.0149253731343283,-0.0031341955413664094,0.335186215,0.254547078,15.76,176.44,0.046153846,1,1
a234340,헥토파이낸셜,소프트웨어,kosdaq,1.239198376,1.061252215,-0.0640530093870789,-0.0185292414591777,0.20949581902413147,0.171195652,0.253809516,10.39,134.79,0.001181335,1,0
a081150,티플랙스,비철금속,kosdaq,0.368687597,0.602307692,-0.1041189931350114,-0.049757281553398,0.010032400087220669,0.359894459,0.25235329,10.3,49.74,0.003846154,1,2
a086890,이수앱지스,건강관리,kosdaq,5.331778208,3.412929624,-0.006006006006006,-0.0045112781954887,0.05658671005520689,0.471428571,0.251870216,-10.63,113.12,0.083469722,1,0
a291230,엔피,"미디어, 교육",kosdaq,3.966061284,4.931597052,-0.3017408123791102,0.0314285714285714,0.07618353576637013,0.598393574,0.25159075,-1.94,58.66,-0.113022113,0,0
a058630,엠게임,소프트웨어,kosdaq,1.901351399,1.467952646,-0.1564705882352941,0.0286944045911047,0.0215696259754759,0.323159785,0.251487591,27.18,25.02,-0.001392758,0,0
a388050,지투파워,기계,kosdaq,5.197360138,6.304624903,-0.0228937728937728,-0.0326382592928377,0.018358496037831205,0.0,0.251063667,3.02,45.32,-0.174787316,0,0
a037460,삼지전자,IT하드웨어,kosdaq,0.042499641,0.3795962,-0.1506696428571428,0.0106241699867197,-0.07608061612940578,0.176612708,0.250296474,16.63,99.43,-0.096199525,0,1
a030530,원익홀딩스,반도체,kosdaq,0.305094409,0.246458924,-0.0210970464135021,0.0072358900144717,-0.06501345060226987,0.319059739,0.250251354,9.96,37.42,-0.014164306,0,1
a009900,명신산업,자동차,kospi,0.69777797,2.757836645,0.1065348709500274,0.0467532467532467,-0.07099210873519071,0.36787939,0.25004426,25.18,142.12,-0.110375276,0,0
a068400,SK렌터카,운송,kospi,0.40590332,0.942542543,0.4097496706192358,-0.0147329650092081,0.11156716680264174,0.202140997,0.248247401,4.15,547.25,0.071071071,1,0
a001290,상상인증권,증권,kospi,2.459454494,0.348095238,-0.0187919463087248,0.0027434842249657,-0.09732614113521743,-0.192982456,0.247142065,1.76,167.58,-0.033068783,0,1
a088390,이녹스,"화장품, 의류",kosdaq,4.080040396,1.532894737,-0.200228832951945,0.0234260614934114,-0.020544784299949437,0.07057257,0.246625436,7.3,31.0,0.021929825,1,1
a080000,에스엔유,디스플레이,kosdaq,0.909114603,0.827275321,-0.1658227848101265,0.0394321766561514,-0.014280389500076419,0.09122807,0.246052868,5.7,35.41,-0.059914408,0,0
a089790,제이티,반도체,kosdaq,1.228037262,1.634129213,0.2096774193548387,0.0893854748603352,0.014178996257466003,0.24847561,0.245391838,29.88,48.05,-0.087078652,0,0
a001720,신영증권,증권,kospi,1.821842529,0.310555556,0.0017921146953405,0.0,-0.23426391623311357,-0.040959041,0.244832428,6.66,564.32,0.001792115,1,1
a044450,KSS해운,운송,kospi,0.449899952,0.482758621,0.0611246943765281,0.0284360189573459,-0.0679334281645728,0.374691358,0.244287661,12.14,308.38,-0.034482759,0,1
a065370,위세아이텍,소프트웨어,kosdaq,2.528858125,2.856407465,-0.1982705373687461,0.0301587301587301,0.04461529792572191,0.11143695,0.243724896,14.41,75.17,0.00933126,1,0
a357550,석경에이티,화학,kosdaq,25.9001626,10.59928826,0.3937947494033413,0.0695970695970696,0.004357696440872581,0.351648352,0.243297458,16.04,12.03,0.039145907,1,0
a299030,하나기술,IT하드웨어,kosdaq,7.628293691,11.43,0.6282051282051282,0.0334538878842676,-0.04963956029171201,0.007964602,0.243053088,2.14,219.71,-0.031355932,0,0
a377190,디앤디플랫폼리츠,은행,kospi,5.165416667,0.0,-0.0652503793626707,0.003257328990228,-0.23753506681479325,0.203761755,0.242893002,3.4,47.18,-0.028391167,0,1
a005010,휴스틸,철강,kospi,0.337379168,0.378776167,-0.0635400907715582,0.0164203612479474,-0.04442079416696046,0.672181671,0.242836744,29.59,32.69,-0.003220612,0,1
a030210,다올투자증권,증권,kospi,0.466717933,0.304934726,-0.0213675213675213,0.0117820324005891,0.08065794644796753,0.044988345,0.242697144,9.38,863.46,-0.103133159,0,0
a102120,어보브반도체,반도체,kosdaq,0.737322239,1.367763547,-0.0069101678183613,0.0265306122448979,-0.0029840667412201357,0.448358209,0.241434606,10.69,91.56,-0.008866995,0,1
a241560,두산밥캣,기계,kospi,0.655778072,1.120769231,0.1080550098231827,0.0053475935828877,0.011145718466495824,0.482394003,0.241142517,13.78,84.07,-0.096153846,0,0
a215200,메가스터디교육,"미디어, 교육",kosdaq,0.716537009,1.415530303,-0.1996830427892234,0.032719836400818,-0.13355494524923006,0.187668703,0.241106166,27.28,108.6,-0.043560606,0,1
a086670,비엠티,기계,kosdaq,1.027465053,1.375826819,0.1527377521613832,0.0178117048346055,-0.09468886945253249,0.316960148,0.240719803,16.03,123.67,-0.037883343,0,1
a093230,이아이디,에너지,kospi,1.260439288,0.88,-0.42,0.0,거래중지,0.210431655,0.240562496,-47.66,211.47,0.0,0,999
a001260,남광토건,건설,kospi,0.201716175,0.848571429,-0.0170212765957446,0.0131578947368421,-0.05370771869697185,0.26268573,0.240050855,19.85,223.29,-0.057142857,0,1
a263770,유에스티,철강,kosdaq,0.98691407,1.40783715,0.0196078431372549,-0.0200235571260306,0.07514600502135357,0.511346445,0.239970635,19.86,26.58,0.058524173,1,0
a162300,신스틸,철강,kosdaq,0.428319916,2.492659774,-0.1056818181818181,0.0314547837483617,0.050482229234585285,0.109816487,0.239854513,11.5,156.74,-0.260338346,0,0
a166480,코아스템켐온,건강관리,kosdaq,5.040597615,3.66987013,-0.0943877551020408,0.0085227272727272,-0.041214934906263594,0.533112583,0.239723706,-6.76,89.61,-0.077922078,0,1
a033100,제룡전기,기계,kosdaq,3.908332968,4.751247113,0.2956091527520099,-0.0345622119815668,-0.05278928472811691,0.764344262,0.239619042,19.2,24.09,-0.032332564,0,1
a085910,네오티스,자동차,kosdaq,0.68799592,0.932692308,-0.1021324354657687,0.015228426395939,-0.06529696794486628,0.218181818,0.237741818,9.24,85.76,-0.038461538,0,1
a051910,LG화학,화학,kospi,0.891508219,1.472247706,-0.1219839142091152,0.0202492211838006,-0.1090641687373568,0.217505921,0.237719777,6.94,81.36,0.001529052,1,1
a051915,LG화학우,화학,kospi,0.058335075,0.05390411,0.0089743589743589,0.0355263157894736,-0.14345954419899742,0.217505921,0.237719777,6.94,81.36,0.078082192,1,1
a058470,리노공업,반도체,kosdaq,8.037229839,5.236912752,0.2947448591012947,0.02843315184513,0.05419107281413329,0.150606709,0.237067683,25.11,7.77,0.140939597,1,0
a128660,피제이메탈,비철금속,kosdaq,0.424146831,1.866393443,0.0965435041716328,0.0348706411698537,0.0869220805127949,0.092607636,0.237046621,9.66,85.23,-0.057377049,0,0
a067160,아프리카TV,소프트웨어,kosdaq,3.116359053,3.858725212,0.0892857142857142,0.0364077669902912,-0.04718418815926656,0.156812339,0.236797993,26.52,92.86,0.209631728,1,0
a060280,큐렉소,"소매, 유통",kosdaq,10.78087675,8.154512126,0.6279733587059942,0.0332125603864734,-0.042743930706687375,0.518691589,0.23628416,-4.88,20.47,-0.034968979,0,0
a002900,TYM,기계,kospi,0.250347479,0.833269494,1.6024096385542168,0.0140845070422535,-0.004313551557787068,0.38573975,0.236107923,33.52,133.85,-0.113543092,0,0
a035420,NAVER,소프트웨어,kospi,4.64999657,1.534447822,0.2060041407867494,0.0241758241758241,0.1313435570251742,0.205717555,0.235728596,3.29,44.56,0.180344478,1,0
a290090,트윔,디스플레이,kosdaq,5.277058137,1.519945909,0.0,0.0407407407407407,0.10682292151622272,-0.092592593,0.235210318,-7.56,11.02,-0.050033807,0,0
a038070,서린바이오,건강관리,kosdaq,0.887910783,1.042183288,-0.1313383208645054,0.0326086956521739,0.018578331801757157,0.272049689,0.234715838,12.03,52.97,-0.061096137,0,0
a009320,대우부품,자동차,kospi,0.744326455,2.912385845,-0.0930098209127671,-0.004438807863031,-0.06418290007429292,0.013104839,0.234643577,-28.85,255.6,-0.103881279,0,1
a004000,롯데정밀화학,화학,kospi,0.679608734,0.716687117,0.048465266558966,0.0621931260229132,-0.018590532614425552,0.383924058,0.233960136,6.51,18.12,-0.004601227,0,0
a278650,HLB바이오스텝,건강관리,kosdaq,2.991292521,3.478103208,-0.1879518072289156,0.0401234567901234,0.05634219122849967,0.340062112,0.233344272,-4.51,142.4,-0.059972106,0,0
a003380,하림지주,필수소비재,kosdaq,0.061063078,0.261042781,-0.1729074889867841,0.0121293800539083,0.06824734499593978,0.297219162,0.232911775,10.12,162.26,0.004010695,1,0
a069260,TKG휴켐스,화학,kospi,0.734345892,1.152214765,-0.0305676855895196,-0.0284463894967177,0.11329429896023772,0.434974454,0.232665648,11.37,27.18,-0.006711409,0,0
a214680,디알텍,건강관리,kosdaq,2.402133649,2.943096591,0.6451959205582394,0.0302521008403361,0.011314661990024006,0.27311522,0.232532499,11.43,101.84,-0.129261364,0,0
a251120,바이오에프디엔씨,건강관리,kosdaq,8.001137798,2.353603604,-0.1322657176749703,-0.0200937709310113,-0.15319050550088553,0.325,0.232138136,12.59,11.44,-0.058558559,0,1
a187420,제노포커스,건강관리,kosdaq,3.196444764,3.720106888,-0.1272123893805309,0.0206985769728331,0.06299995934532218,0.073359073,0.231079716,-43.83,394.61,-0.062945368,0,0
a064760,티씨케이,반도체,kosdaq,3.653003755,2.795698925,0.0183299389002036,0.0245901639344262,-0.12003793676523386,0.180206795,0.230831638,24.87,15.27,-0.022482893,0,1
a048260,오스템임플란트,건강관리,kosdaq,27.79667531,76.5,9.021321961620467,0.0,거래중지,0.277589134,0.230822322,50.2,278.52,9.0,1,999
a035810,이지홀딩스,필수소비재,kosdaq,0.062542435,0.331096563,-0.1093990755007704,-0.001727115716753,0.12774636101360706,0.517288306,0.230707124,2.09,160.96,-0.05400982,0,0
a083450,GST,반도체,kosdaq,0.84598452,1.31234657,0.1405622489959839,0.0346083788706739,0.0013793937581525744,0.0272578,0.229740806,27.46,25.07,0.025270758,1,0
a179290,엠아이텍,건강관리,kosdaq,5.428449032,3.939534017,-0.2597402597402597,0.0405679513184584,0.03196946176215002,0.206759443,0.228986124,25.82,12.57,-0.043802423,0,0
a408900,스튜디오미르,"미디어, 교육",kosdaq,6.129311047,6.082662539,-0.2503176620076239,-0.0343698854337152,-0.077573659959682,0.791666667,0.228952135,9.61,21.04,-0.086687307,0,1
a248070,솔루엠,IT하드웨어,kospi,0.79973469,4.552410072,0.05859375,0.0265151515151515,0.023869590926344348,0.469262117,0.228650874,16.93,256.66,-0.025179856,0,0
a060310,3S,기계,kosdaq,2.965484571,3.090618182,0.1662870159453303,0.0,0.04345455901564645,0.546125461,0.228481238,3.4,47.18,-0.069090909,0,0
a005690,파미셀,화학,kospi,6.87902079,5.192176387,-0.244249726177437,0.0207100591715976,0.006362719188847186,0.162162162,0.228111251,15.16,41.38,-0.018492176,0,1
a014580,태경비케이,비철금속,kospi,0.625835042,1.217385159,0.0398406374501992,-0.02125,0.03099304038906483,0.767930328,0.227909475,14.24,36.34,-0.077738516,0,0
a142210,유니트론텍,반도체,kosdaq,0.150478583,0.833156069,-0.004750593824228,0.0320197044334975,-0.04281170501619591,0.387420719,0.227866147,21.45,167.96,-0.031213873,0,0
a247660,나노씨엠에스,화학,kosdaq,9.979275676,2.3401311,0.1310711909514304,0.0089020771513353,-0.017177776510101845,0.804878049,0.227601026,0.67,68.97,0.238164603,1,1
a306620,네온테크,반도체,kosdaq,2.405037832,2.684370258,-0.084084084084084,0.0082644628099173,-0.002473942220233187,0.06012024,0.227523682,-20.03,100.84,-0.074355083,0,0
a263020,디케이앤디,"화장품, 의류",kosdaq,0.449928796,0.783244382,-0.0763688760806916,0.0110410094637223,0.013985630411101999,0.468791501,0.227490052,12.36,77.27,-0.099719101,0,0
a084730,팅크웨어,IT가전,kosdaq,0.470179067,0.820937231,0.0571216617210682,0.0042283298097251,0.051014006583329864,0.49378882,0.227151685,1.94,88.55,0.22527945,1,0
a005850,에스엘,자동차,kospi,0.416139573,1.05030525,0.1987179487179487,0.0331491712707182,-0.010117642423132156,0.39098997,0.22656666,9.87,71.84,-0.086691087,0,0
a136490,선진,필수소비재,kospi,0.103848281,0.457675805,-0.0096969696969696,0.02125,-0.07313843127648163,0.223704867,0.226487526,5.64,202.67,-0.026221692,0,1
a050090,비케이홀딩스,반도체,kosdaq,1.543895506,1.196808511,2.409090909090909,-0.0343347639484978,-0.013875355962579008,0.840425532,0.225479592,-12.92,30.17,-0.042553191,0,0
a381970,케이카,"소매, 유통",kospi,0.279380261,2.473777778,-0.1452702702702702,0.0136217948717948,-0.026845555678970224,0.144501682,0.224666345,11.65,117.38,-0.062962963,0,1
a263690,디알젬,건강관리,kosdaq,1.156198843,1.679104478,-0.0384615384615384,-0.0585774058577405,-0.0159591721495975,0.284382284,0.223965118,21.38,72.08,-0.012291484,0,2
a025860,남해화학,화학,kospi,0.183181574,0.753407683,-0.0783410138248847,0.019108280254777,-0.03724714869596223,0.49431779,0.222602449,9.65,72.97,-0.008674102,0,1
a054930,유신,건설,kosdaq,0.3375,0.936244344,-0.0486787204450625,0.027027027027027,-0.015236980861955341,0.15942029,0.221985902,17.96,98.92,-0.226244344,0,1
a262840,아이퀘스트,소프트웨어,kosdaq,2.397772727,1.384885714,-0.0815450643776824,0.006269592476489,-0.08006550630403102,0.681528662,0.221083346,6.72,19.6,-0.082857143,0,1
a351330,이삭엔지니어링,소프트웨어,kosdaq,1.278681226,1.594567164,-0.1717625899280575,0.0233333333333333,0.051107250138034,0.388372093,0.220956419,4.46,46.09,-0.08358209,0,0
a128540,에코캡,자동차,kosdaq,0.879447368,1.172566964,-0.0441001191895113,0.0242656449553001,0.007616290182428441,0.425058548,0.220735254,-4.69,73.61,-0.104910714,0,1
a054920,한컴위드,소프트웨어,kosdaq,3.436191571,0.618418231,-0.2074829931972789,0.0249266862170087,0.06430039401560655,0.095419847,0.220136081,4.9,56.28,-0.063002681,0,0
a017550,수산중공업,기계,kospi,0.479889067,0.988966132,-0.0211538461538461,0.0159680638722554,-0.060420179130360144,0.131620553,0.219658134,12.09,88.91,-0.092691622,0,1
a082640,동양생명,보험,kospi,0.070409875,0.295460798,-0.0832266325224071,-0.0069348127600554,-0.15413299188949883,0.8766412,0.219259648,2.99,1859.6,-0.015130674,0,1
a118990,모트렉스,자동차,kosdaq,0.792818294,2.530630137,-0.0626591951095262,0.0348706411698537,0.011145425663613021,0.301809022,0.219191661,24.65,188.32,0.008219178,1,0
a071280,로체시스템즈,반도체,kosdaq,0.665391652,0.895905045,-0.207808564231738,0.0261011419249592,-0.03268391134472744,0.31215971,0.21914436,21.54,28.05,-0.066765579,0,1
a189980,흥국에프엔비,필수소비재,kosdaq,1.039540843,1.096834532,-0.0251450676982591,0.0285714285714285,-0.022080700436654742,0.360839161,0.21836343,14.38,126.57,-0.09352518,0,1
a241520,DSC인베스트먼트,은행,kosdaq,2.690629817,0.975839311,-0.1462140992167102,-0.0150602409638554,-0.015308503837334175,0.093851133,0.218124555,18.72,32.42,-0.06169297,0,0
a306040,에스제이그룹,"화장품, 의류",kosdaq,0.539405047,0.819429967,-0.2568681318681318,0.0159624413145539,-0.05763972092376286,0.321977288,0.218083962,25.0,53.65,-0.118892508,0,1
a213420,덕산네오룩스,디스플레이,kosdaq,5.70540955,3.128119954,-0.0688073394495412,0.0239596469104665,-0.017858043923594615,-0.076802508,0.217543872,12.82,12.86,-0.06343714,0,1
a018470,조일알미늄,비철금속,kospi,0.727276776,2.184845528,0.0369181380417335,0.0402576489533011,0.0005394914014281903,0.204540587,0.21727789,10.08,96.71,0.050406504,1,0
a215480,토박스코리아,"화장품, 의류",kosdaq,0.753985398,1.2375,-0.132829373650108,0.0138888888888888,-0.03644561952670281,0.418282548,0.217074623,13.71,27.6,-0.083333333,0,1
a290650,엘앤씨바이오,건강관리,kosdaq,16.34519713,8.781318373,0.2591362126245847,0.02710027100271,0.0070131111249938285,0.150984683,0.216748905,4.97,85.24,0.063113604,1,0
a054300,팬스타엔터프라이즈,운송,kosdaq,0.715449024,0.895041322,-0.0647668393782383,0.0126227208976157,-0.0841232217761765,0.257035647,0.216682573,1.15,92.76,-0.005509642,0,1
a016670,디모아,소프트웨어,kosdaq,1.082414969,0.757366071,-0.0823529411764705,0.015625,0.06685611921768975,0.057636888,0.216219509,-30.74,62.29,-0.129464286,0,0
a006980,우성,필수소비재,kospi,0.107743753,0.316651685,-0.1391129032258064,-0.0404494382022471,-0.10777069042237235,0.274297607,0.215686399,0.07,132.04,-0.040449438,0,1
a002810,삼영무역,화학,kospi,0.465329593,0.475070313,-0.0807407407407407,0.0089430894308943,-0.24592128242285907,0.054603854,0.215568941,12.23,21.91,-0.03046875,0,1
a019660,글로본,"화장품, 의류",kosdaq,2.899855693,3.596215278,-0.3006802721088435,0.0191672174487772,0.011243906037931947,2.557692308,0.215564947,-39.04,86.86,-0.107638889,0,0
a317330,덕산테코피아,디스플레이,kosdaq,2.663899248,1.550168311,-0.2014888337468982,0.0261479591836734,0.007160373446714691,-0.012455516,0.215564947,8.91,46.85,-0.066163668,0,1
a083640,인콘,IT하드웨어,kosdaq,0.601342383,0.302515528,-0.1963534361851332,0.0159574468085106,0.025187921642980626,-0.021238938,0.215415596,3.6,19.45,-0.110248447,0,0
a067310,하나마이크론,반도체,kosdaq,1.168041611,3.958837772,0.4211212516297262,0.0872817955112219,0.0016918416453338431,0.33592233,0.215372361,1.05,188.61,0.055690073,1,0
a010060,OCI홀딩스,화학,kospi,0.384728941,0.663936652,-0.0859766277128547,0.0018298261665141,0.11661183895795357,0.439981504,0.214892321,25.21,68.16,-0.009049774,0,0
a091990,셀트리온헬스케어,건강관리,kosdaq,5.553711594,5.208878049,-0.0305676855895196,0.0293663060278207,0.006860309238476961,0.092934331,0.214509811,7.06,116.05,0.082926829,1,1
a060720,KH바텍,IT하드웨어,kosdaq,1.333848753,2.01656473,0.1003757380568974,0.0348308934881373,-0.06657930690268131,0.070924073,0.213579115,11.06,50.32,0.044852192,1,1
a004365,세방우,운송,kospi,0.019669901,0.0,-0.1740696278511404,0.0087976539589442,0.12228215867190381,0.220005673,0.212835675,11.12,27.65,-0.053645117,0,0
a004360,세방,운송,kospi,0.182403077,0.228627451,-0.3235294117647059,0.0295608108108108,0.06836489252148999,0.220005673,0.212835675,11.12,27.65,0.039215686,1,0
a103140,풍산,비철금속,kospi,0.236793293,0.551762546,-0.1816168327796234,0.0095628415300546,-0.05793027267917635,0.246046445,0.212814379,9.94,84.3,-0.095471236,0,1
a359090,씨엔알리서치,건강관리,kosdaq,1.395801828,1.874535604,-0.0482758620689655,0.0138775510204081,-0.08890084704223014,0.122685185,0.212618747,11.81,95.55,-0.03869969,0,1
a087600,픽셀플러스,반도체,kosdaq,0.860799357,0.496798365,-0.1136363636363636,0.0153139356814701,-0.0529186120992283,0.243083004,0.212342453,0.29,12.07,-0.096730245,0,1
a001120,LX인터내셔널,"상사, 자본재",kospi,0.075827821,0.583863636,0.2152317880794702,0.0338028169014084,0.004578045587739203,0.124232164,0.212230639,25.53,154.21,0.042613636,1,0
a149980,하이로닉,건강관리,kosdaq,5.090365662,2.096030341,0.3610698365527489,0.0552995391705069,0.002282118329654162,0.266055046,0.212064676,5.12,15.02,0.158027813,1,0
a036800,나이스정보통신,"상사, 자본재",kosdaq,0.295067711,0.70332618,-0.022633744855967,0.0042283298097251,0.17800885658444515,0.200447427,0.211820923,13.83,197.04,0.019313305,1,0
a036810,에프에스티,반도체,kosdaq,2.722033359,2.247310969,0.2704545454545454,0.0896686159844054,-0.0017546897234748692,0.045390735,0.21129325,19.65,60.63,0.48828541,1,0
a098120,마이크로컨텍솔,반도체,kosdaq,1.108822306,1.380323786,0.2367223065250379,0.0529715762273901,0.0087955656670025,-0.004885993,0.211046789,15.55,16.96,0.01494396,1,0
a082270,젬백스,반도체,kosdaq,6.763197082,3.758648849,-0.0735400144196106,0.0118110236220472,0.04179185376981815,0.254966887,0.210822391,-13.6,12.5,-0.046028211,0,0
a046210,파나진,건강관리,kosdaq,11.12335802,4.98267642,0.2634961439588689,-0.0030425963488843,0.013300782400550687,-0.08974359,0.210782455,7.28,9.42,-0.15404475,0,0
a131290,티에스이,반도체,kosdaq,1.685457941,1.944004065,0.3534031413612565,0.0715025906735751,-0.002685552113446006,0.102697433,0.210054768,18.8,31.76,0.050813008,1,0
a194700,노바렉스,건강관리,kosdaq,0.547266065,0.802453066,-0.0627137970353477,0.0123152709359605,-0.11395755625418255,0.010401722,0.209777647,12.46,49.19,0.028785982,1,1
a017650,대림제지,비철금속,kosdaq,0.425026681,0.318918919,0.0326721120186697,-0.0044994375703037,0.20131526055403787,0.033645891,0.209551995,10.75,20.46,-0.003378378,0,0
a238120,얼라인드,건강관리,kosdaq,4.412653953,2.109928486,0.0168067226890756,0.005938242280285,-0.051166767984990945,0.169491525,0.209469241,8.36,27.91,0.009535161,1,1
a226400,오스테오닉,건강관리,kosdaq,6.384016172,2.822968491,0.5079171741778319,0.072790294627383,-0.04396895777678306,0.269230769,0.20915615,2.32,68.56,0.026533997,1,0
a065350,신성델타테크,"화장품, 의류",kosdaq,0.683461424,3.246950629,0.7584670231729055,-0.229296875,-0.0043587100160611516,0.07579661,0.209148893,10.75,192.72,0.909970958,1,2
a005420,코스모화학,화학,kospi,2.598076514,8.71,-0.1347402597402597,0.041015625,-0.012724146383047563,0.40109247,0.208615479,6.13,102.65,-0.071428571,0,0
a058970,엠로,소프트웨어,kosdaq,16.53118033,19.11928444,0.44,0.122077922077922,-0.012808926581087324,0.246808511,0.208518151,13.92,44.55,0.545617174,1,0
a228670,레이,건강관리,kosdaq,4.590056462,4.687396122,0.0957746478873239,0.0527740189445196,0.0549522615797148,0.428571429,0.20843727,7.33,91.04,0.077562327,1,0
a071320,지역난방공사,유틸리티,kospi,0.070476899,0.180411215,-0.081374321880651,0.0119521912350597,-0.31664374798707223,0.644985809,0.207892661,-10.55,348.6,-0.05046729,0,1
a223250,드림씨아이에스,건강관리,kosdaq,1.957996453,1.510547504,0.1422222222222222,-0.0755395683453237,-0.14337752478309537,0.484732824,0.207403534,10.13,54.56,0.034621578,1,1
a017890,한국알콜,화학,kosdaq,0.541934998,0.582427536,0.2329817833173537,-0.0069498069498069,0.018944695304011706,0.021925453,0.20723344,6.96,24.31,0.164855072,1,0
a348030,모비릭스,소프트웨어,kosdaq,1.261091368,1.119496403,-0.1241768579492003,-0.0116772823779193,-0.02960691939694911,0.250440917,0.207203251,7.37,8.33,-0.043165468,0,0
a054620,APS,소프트웨어,kosdaq,4.293783294,0.794669604,-0.1994408201304753,0.0399515738498789,0.03260976277481016,0.035532995,0.207046662,4.81,72.92,-0.053964758,0,0
a052420,오성첨단소재,디스플레이,kosdaq,0.89349488,0.496602837,-0.1001259445843828,-0.0151619572708476,0.030904866910423833,0.271444083,0.206963737,1.39,40.29,0.013475177,1,0
a072770,율호,소프트웨어,kosdaq,1.7508717,3.235142429,0.0502431118314424,0.0015455950540958,-0.07912200366498845,0.238938053,0.206959961,-0.28,113.13,-0.028485757,0,1
a225530,보광산업,건설,kosdaq,2.421197468,2.382451923,-0.140117994100295,0.0051724137931034,-0.09114251017477652,0.216968011,0.206682192,13.94,64.16,-0.065705128,0,1
a059090,미코,반도체,kosdaq,0.973179071,2.679603246,0.4211764705882353,0.0513489991296779,0.004273526365413801,0.134883721,0.206478587,-33.23,94.3,0.089269612,1,0
a170790,파이오링크,IT하드웨어,kosdaq,1.776412773,1.471146149,0.1255289139633286,0.0276883451384417,0.011815598217529926,0.134438306,0.206214464,18.06,30.56,-0.032140691,0,0
a000490,대동,기계,kospi,0.178068163,0.682237762,0.0130841121495327,0.0274881516587677,-0.04044887312180962,0.241265265,0.206033188,11.11,263.09,-0.052447552,0,1
a148930,에이치와이티씨,IT가전,kosdaq,2.708156527,1.683554687,-0.088469184890656,0.0177580466148723,-0.035643074252281255,-0.042016807,0.205953322,5.45,22.51,-0.104492188,0,1
a002840,미원상사,화학,kospi,1.849463715,2.360225519,-0.0023880597014925,0.0017985611510791,0.22389627616779112,0.217898833,0.205713494,22.64,21.58,-0.008308605,0,0
a307950,현대오토에버,소프트웨어,kospi,1.50535708,2.801498328,0.2144578313253012,-0.055,0.03263749315527391,0.330419243,0.205633104,8.0,75.76,0.011371237,1,2
a060250,NHNKCP,소프트웨어,kosdaq,0.449049127,1.792820513,-0.1929824561403508,0.0054644808743169,-0.04612741916018401,0.103836866,0.205303116,19.35,135.8,-0.056410256,0,1
a058730,다스코,건설,kospi,0.227279877,0.60245559,0.0125570776255707,0.0011286681715575,-0.04569300059784736,0.040979098,0.205230365,1.16,141.66,-0.073145246,0,1
a100120,뷰웍스,건강관리,kosdaq,1.349558077,1.408138528,-0.078909612625538,0.0174326465927099,-0.07010550536686887,0.232004143,0.204902331,13.36,37.79,-0.073593074,0,1
a214150,클래시스,건강관리,kosdaq,13.52179393,8.30910859,0.1769383697813121,-0.0083752093802345,0.023805656595486967,0.409542744,0.204717241,38.33,44.37,-0.040518639,0,0
a204610,티쓰리,소프트웨어,kosdaq,1.239425527,0.944753477,-0.1988636363636363,0.0307017543859649,0.07853379639229416,0.109170306,0.20454444,14.22,26.97,-0.108723135,0,0
a004560,현대비앤지스틸,비철금속,kospi,0.164770023,0.404996713,-0.1556091676718938,-0.0559676331759946,0.03342614467677847,0.49725371,0.204421266,5.1,63.45,-0.079552926,0,2
a010580,에스엠벡셀,자동차,kospi,1.988381237,4.054025735,-0.1157323688969258,0.0124223602484472,-0.043373707366776995,0.871409029,0.204411181,18.57,123.33,-0.101102941,0,1
